tweet_id_customer,text_customer,tweet_id_uber,text_uber
2229756,@115873 @Uber_Support My girlfriend is calling the critical safety response line. What else can we do? This driver is now harassing my girlfriend and she's calling the cops.,2229754,"@213801 Sorry to hear about this, Victor. Please have your girlfriend write into us at https://t.co/BkapG4aV5P with details, so we can assist asap!"
2229761,@115873 I wish you would allow users to change driver ratings! I rated my driver a “1” by accident and I can’t give him the 5 he deserves for waiting for me in -6degree temperature,2229759,"@279298 We're here to help! For more info, visit us at; https://t.co/M1RhRwgiRE."
2229763,"@Uber_Support I booked a cab and it took fifteen minutes to find a cab. Your fault. Then the app wouldn't let me go back. And then we I boarded another cab, your app showed it booked and charged me cancellation. Need revert. https://t.co/WQLpBqMHd1",2229762,@387914 We're here to help! Send us a note via https://t.co/h840Iouehc so our team can assist.
2229765,"@115873 Meanwhile, I received a driver from your South East Asian competitor @1318 within two minutes!",2229764,@323510 We're sorry to hear this was your experience. Contact us via https://t.co/h840Iouehc and we'll be in touch.
2229768,@Uber_Support your DMs are unhelpful. no one is able to help me bypass this two factor issue in order to sign into my account and in order to contact the uber driver that has my missing phone,2229767,@650729 We see your DM and will be in contact shortly.
2229770,@Uber_Support i cannot get SMS's to any of my other devices. my phone is the lost item. i've been asking someone for over an hour to help me log into my account and noone is able to help me. no one is help ing,2229769,@650729 We see your DM and will follow up there.
2229772,@Uber_Support Driver is very bad,2229771,@650730 Sorry to hear about that! Send us a DM with your email address so we can follow up.
2229775,@115873 very bad services.very rot behavebhier https://t.co/ZJjie0odaW,2229773,@650730 Here to help. Send us a note at https://t.co/fS660rQ8NQ so our team can connect.
2229777,@115873  you are seriously taking the pisss now... do u hire dumb drivers on purpose or there a criteria they need to pass,2229776,@650731 We're here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can assist.
2229780,"@Uber_Support 
I tried to get support from your app but didn't get any support even not any response. 
I was charged tolls, surcharged why?
Driver misbehaved too. https://t.co/1WIK5wuZGE",2229778,@650732 We're here to help! Send us a DM with your email address and more details so we can follow up.
2229782,"@Uber_Support Hi Uber, Your office in the Bronx is meant to be sending me my Lost item but I have had no updates on if its even been posted yet. I have emailed them again to see if I can get an update and I get the same response. ""Uber will send you package with in 3-5 days""help",2229781,"@510555 Hi, Jessica. We're sorry about the delay, and we've requested that a member of our team follow up with your support inquiry to provide additional information. Thank you for your patience and understanding."
2229782,"@Uber_Support Hi Uber, Your office in the Bronx is meant to be sending me my Lost item but I have had no updates on if its even been posted yet. I have emailed them again to see if I can get an update and I get the same response. ""Uber will send you package with in 3-5 days""help",2229783,@510555 We have notified our specialized team regarding this. Any further information will be communicated via in-app support and email. Thank you for your patience and understanding!
2229786,@Uber_Support I'm wondering when invites were sent out. I got an email last week saying that they'll be sent out this week but no email this week,2229784,"@650733 Rider passes are still in testing and are only available to a select number of riders each month. Unfortunately at this time if you were not sent an offer to purchase, you'll be unable to purchase a ride pass for the month."
2229790,@Uber_Support @115873 when can I buy Ride Passes for DFW? I got an email last week saying that they'll be sold this week but no invite this wk,2229789,"@650733 Hi there! Find more info about ride pass via https://t.co/3h8wdQ4EJK thanks. If there's anything else, don't hesitate to reach us back."
2229792,".@115873 Family profiles are useless for young adults, you still demand a payment method for them defeating the purpose for family profiles. Why would my family need me to pay if they have their own payment method.",2229791,@650734 Here to help! Send us a note via https://t.co/OhfgxSAY58 and we'll be in touch.
2229794,@Uber_Support 3 dot icon doesn't show when you select Android pay. I'd take a picture but your secretive app doesn't allow screenshots,2229796,@119453 We can take a look! Send us a DM with your email address so we can follow up.
2229795,.@115873 how the hell do I remove #androidpay as a payment method? Seems impossible #help #uber,2229793,@119453 Happy to help! For more info visit https://t.co/paDlcZi0nv
2229798,@Uber_Support hi please check your DM asap.,2229797,@650735 We have followed up via DM.
2229800,@Uber_Support Heights of capitalism! My contact number is +91 79 8261 3629. Do anything if @Uber_Support  Wants to help. Otherwise we  are not your partner we are customer,2229799,"@650736 We don't offer phone support in your city yet - we're working on it! In the meantime, we’ll be happy to work with you via in-app support regarding this issue. We appreciate your patience and understanding thus far."
2229802,@Uber_Support Cancellation is fine. He didn't even brother to notify me . I called him myself.,2229801,@650736 Please connect with us at https://t.co/593jusCquh and we'll be happy to follow up.
2229804,@Uber_Support after 10 minutes of hopeful waiting in #DelhiSmog uber driver asks me to cancel the ride. Unfair!! It hurts when customer is no heard. https://t.co/62lc9VnkcR,2229803,"@650736 Sorry to hear about this experience, Ashutosh. We understand that riders depend on reliable pickups. However, as drivers are independent contractors, there may be times they need to cancel if they're unable to meet a rider or complete a trip request. Questions? Let us know."
2229807,"@Uber_Support When I go there after signing  in, there’s no place to write a note ...",2229806,"@650737 Hello, Naomi. Let's try a new method. If you could please DM us with the email address and phone number linked to your Uber account, we can connect about this matter. https://t.co/sd7yH5jmbJ"
2229809,@Uber_Support There’s no place to write a msg.  One: driver didn’t alert me he was here and left. and charged me a cancellation fee,2229808,"@650737 Sorry for the confusion here! Send us a note here, https://t.co/h840Iouehc and our team will follow up."
2229811,@uber_support why is there no way to actually send you a note for support? it feels orwellian.,2229810,"@650737 Hi there! We're here to help. Let us know if you have any specific questions, or visit our help site at https://t.co/zUe0dj6yoX for more info."
2229813,Hey there @115873 I'm trying to cancel a ride that has made me wait and won't respond. If I cancel I get charged 10$ what to do,2229812,@338619 Sorry to hear about that! Can you please contact us via https://t.co/e8HVorX5rh so our team can connect?
